NOMOR,TAHUN,BULAN,TERMINAL,NAMA DERMAGA,NAMA KAPAL,NAMA AGENT,KOMODITI,KEGIATAN,STATUS PBM BEFORE,PBM-TOF,KEMASAN,NAMA TERTAGIH,NAMA PBM,NAMA JASA, PRODUKSI , TARIF BEFORE TOF , TAGIHAN BEFORE TOF , TARIF AFTER TOF , TAGIHAN AFTER TOF ,SATUAN
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA, 52.00 ," 5,100.00 "," 265,200.00 "," 5,100.00 "," 265,200.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,AURORA CHRISTINE,SAMUDERA MAKMUR AGENSI PT,STEEL SLABS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA," 12,463.93 "," 5,100.00 "," 63,566,043.00 "," 5,100.00 "," 63,566,043.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,AURORA CHRISTINE,SAMUDERA MAKMUR AGENSI PT,STEEL BILLETS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA," 10,399.14 "," 3,825.00 "," 39,776,710.50 "," 3,825.00 "," 39,776,710.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA," 8,130.77 "," 5,100.00 "," 41,466,901.50 "," 5,100.00 "," 41,466,902.00 ",TON
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA, 37.00 ," 55,715.00 "," 2,061,455.00 "," 55,715.00 "," 2,061,455.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 KSG,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20K,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA, 12.00 ," 24,700.00 "," 296,400.00 "," 24,700.00 "," 296,400.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA, 47.00 ," 5,100.00 "," 239,700.00 "," 5,100.00 "," 239,700.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 KSG,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20K,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 33.00 ,,," 41,270.00 "," 1,361,910.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 19.00 ,,," 88,550.00 "," 1,682,450.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,SUPER 988,PT PAPEDA JAYA ABADI,ALAT-ALAT BERAT,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 387.00 ," 11,247.67 "," 4,352,847.00 "," 17,550.00 "," 6,791,850.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 28.00 ,,," 88,550.00 "," 2,479,400.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 246.00 ," 11,247.67 "," 2,766,926.00 "," 17,550.00 "," 4,317,300.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 36.00 ,,," 88,550.00 "," 3,187,800.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 488.60 ," 11,247.67 "," 5,495,609.93 "," 17,550.00 "," 8,574,930.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 27.00 ,,," 88,550.00 "," 2,390,850.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 626.70 ," 11,247.67 "," 7,048,912.70 "," 17,550.00 "," 10,998,585.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,AURORA CHRISTINE,SAMUDERA MAKMUR AGENSI PT,STEEL SLABS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED," 12,463.93 "," 3,452.00 "," 43,025,486.36 "," 14,150.00 "," 176,364,610.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 28.00 ,,," 88,550.00 "," 2,479,400.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,AURORA CHRISTINE,SAMUDERA MAKMUR AGENSI PT,STEEL BILLETS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED," 10,399.14 "," 3,452.00 "," 35,897,820.92 "," 15,925.00 "," 165,606,257.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 52.00 ," 11,247.67 "," 584,878.67 "," 17,550.00 "," 912,600.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED," 8,130.77 "," 3,452.00 "," 28,067,400.78 "," 14,150.00 "," 115,050,325.00 ",TON
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 37.00 ,,," 88,550.00 "," 3,276,350.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 KSG,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20K,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 12.00 ,,," 41,270.00 "," 495,240.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 47.00 ," 11,247.67 "," 528,640.33 "," 17,550.00 "," 824,850.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 KSG,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20K,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 33.00 , -   , -   ," 7,980.00 "," 263,340.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 19.00 , -   , -   ," 15,960.00 "," 303,240.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,SUPER 988,PT PAPEDA JAYA ABADI,ALAT-ALAT BERAT,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 387.00 , -   , -   ," 2,000.00 "," 774,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 28.00 , -   , -   ," 15,960.00 "," 446,880.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 246.00 , -   , -   ," 2,000.00 "," 492,000.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 36.00 , -   , -   ," 15,960.00 "," 574,560.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 488.60 , -   , -   ," 2,000.00 "," 977,200.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 27.00 , -   , -   ," 15,960.00 "," 430,920.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 626.70 , -   , -   ," 2,000.00 "," 1,253,400.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 28.00 , -   , -   ," 15,960.00 "," 446,880.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,AURORA CHRISTINE,SAMUDERA MAKMUR AGENSI PT,STEEL SLABS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I," 12,463.93 ", -   , -   ," 2,000.00 "," 24,927,860.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HARAPAN PRIMA II,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 52.00 , -   , -   ," 2,000.00 "," 104,000.00 ",M3
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,AURORA CHRISTINE,SAMUDERA MAKMUR AGENSI PT,STEEL BILLETS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I," 10,399.14 ", -   , -   ," 1,500.00 "," 15,598,706.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I," 8,130.77 ", -   , -   ," 2,000.00 "," 16,261,530.00 ",TON
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 ISI,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 37.00 , -   , -   ," 15,960.00 "," 590,520.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",PETIKEMAS 20 KSG,BONGKAR,NONPELINDO,NONPELINDO,PKEMAS20K,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 12.00 , -   , -   ," 7,980.00 "," 95,760.00 ",BOX
,2025,JULY,TERMINAL JAMRUD,KADE PERAK,BAHARI KUSUMA JAYA,"MATSUURA INDONESIA JAYA, PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 47.00 , -   , -   ," 2,000.00 "," 94,000.00 ",M3
,2025,JULY,TERMINAL MIRAH,MIRAH SELATAN,MARITINDO PERKASA 2,PT PAPEDA JAYA ABADI,CRANE 40 T,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA, 150.00 ," 5,100.00 "," 765,000.00 "," 5,100.00 "," 765,000.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH SELATAN,MARITINDO PERKASA 2,PT PAPEDA JAYA ABADI,CRANE 40 T,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 150.00 ," 8,330.00 "," 1,249,500.00 "," 17,550.00 "," 2,632,500.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH SELATAN,MARITINDO PERKASA 2,PT PAPEDA JAYA ABADI,CRANE 40 T,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 150.00 ," 2,000.00 "," 300,000.00 "," 2,000.00 "," 300,000.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,SAMUDERA RAHAYU I,"BUDI SAMUDRA JAYA ABADI, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA, 35.00 ," 55,715.00 "," 1,950,025.00 "," 55,715.00 "," 1,950,025.00 ",BOX
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,SAMUDERA RAHAYU I,"BUDI SAMUDRA JAYA ABADI, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA, 79.80 ," 5,100.00 "," 406,980.00 "," 5,100.00 "," 406,980.00 ",M3
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV. ANEMOS,LAUTAN LUAS MARITIM,STEEL SLABS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA," 5,231.79 "," 5,100.00 "," 26,682,129.00 "," 5,100.00 "," 26,682,129.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV JIN HAI ZHENG,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA," 3,449.07 "," 5,100.00 "," 17,590,272.00 "," 5,100.00 "," 17,590,272.00 ",M3
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV GLORY MAJESTY,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL PLATES,EKSPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA," 8,060.23 "," 3,825.00 "," 30,830,368.28 "," 3,825.00 "," 30,830,368.28 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 5,"QUANTA INTI MANDIRI, PT",STEEL PLATES,MUAT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA DERMAGA," 1,966.54 "," 3,825.00 "," 7,522,016.00 "," 3,825.00 "," 7,522,016.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,SAMUDERA RAHAYU I,"BUDI SAMUDRA JAYA ABADI, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 35.00 ," 88,550.00 "," 3,099,250.00 "," 88,550.00 "," 3,099,250.00 ",BOX
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,SAMUDERA RAHAYU I,"BUDI SAMUDRA JAYA ABADI, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED, 79.80 ," 11,248.00 "," 897,590.40 "," 17,550.00 "," 1,400,490.00 ",M3
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV. ANEMOS,LAUTAN LUAS MARITIM,STEEL SLABS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED," 5,231.79 "," 3,452.00 "," 18,060,139.08 "," 14,150.00 "," 74,029,829.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV JIN HAI ZHENG,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED," 3,449.07 "," 11,248.00 "," 38,795,173.10 "," 20,525.00 "," 70,792,223.00 ",M3
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV GLORY MAJESTY,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL PLATES,EKSPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED," 7,703.88 "," 3,452.00 "," 26,593,776.50 "," 15,925.00 "," 122,684,209.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 5,"QUANTA INTI MANDIRI, PT",STEEL PLATES,MUAT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",JASA STEVED," 1,966.54 "," 3,452.00 "," 6,788,496.08 "," 15,925.00 "," 31,317,150.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,SAMUDERA RAHAYU I,"BUDI SAMUDRA JAYA ABADI, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 35.00 , -   , -   ," 15,960.00 "," 558,600.00 ",BOX
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,SAMUDERA RAHAYU I,"BUDI SAMUDRA JAYA ABADI, PT",BARANG KONTRUKSI,MUAT,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I, 79.80 , -   , -   ," 2,000.00 "," 159,600.00 ",M3
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV. ANEMOS,LAUTAN LUAS MARITIM,STEEL SLABS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I," 5,231.79 ", -   , -   ," 2,000.00 "," 10,463,580.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV JIN HAI ZHENG,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",BARANG KONTRUKSI,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I," 3,449.07 ", -   , -   ," 2,000.00 "," 6,898,146.00 ",M3
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV GLORY MAJESTY,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL PLATES,EKSPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I," 7,703.88 ", -   , -   ," 1,500.00 "," 11,555,813.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 5,"QUANTA INTI MANDIRI, PT",STEEL PLATES,MUAT,NONPELINDO,NONPELINDO,RAWMATERIAL,"QUANTA INTI STEVEDORE, PT","QUANTA INTI STEVEDORE, PT",PENUMPUKAN MASA I," 1,966.54 ", -   , -   ," 1,500.00 "," 2,949,810.00 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,DEWI SAMUDERA XXI,"PELAYARAN RATU KIDUL NUSANTARA, PT",PUPUK,BONGKAR,PELINDO,PELINDO,CURAHKRG,"PUTRA SETIA MANDIRI, PT",PUTRA SETIA MANDIRI PT.,FORKLIFT TOF," 4,291 ", -   , -   ," 1,000 "," 4,290,640 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,DEWI SAMUDERA XXI,"PELAYARAN RATU KIDUL NUSANTARA, PT",PUPUK,BONGKAR,PELINDO,PELINDO,CURAHKRG,"PUTRA SETIA MANDIRI, PT",PUTRA SETIA MANDIRI PT.,GRAB TOF," 4,291 ", -   , -   ," 3,431 "," 14,721,186 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,DEWI SAMUDERA XXI,"PELAYARAN RATU KIDUL NUSANTARA, PT",PUPUK,BONGKAR,PELINDO,PELINDO,CURAHKRG,"PUTRA SETIA MANDIRI, PT",PUTRA SETIA MANDIRI PT.,HOPPER TOF," 4,291 ", -   , -   ," 2,288 "," 9,816,984 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,DEWI SAMUDERA XXI,"PELAYARAN RATU KIDUL NUSANTARA, PT",PUPUK,BONGKAR,PELINDO,PELINDO,CURAHKRG,"PUTRA SETIA MANDIRI, PT",PUTRA SETIA MANDIRI PT.,JASA DERMAGA," 4,291 "," 3,825 "," 16,411,698 "," 3,825 "," 16,411,698 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,DEWI SAMUDERA XXI,"PELAYARAN RATU KIDUL NUSANTARA, PT",PUPUK,BONGKAR,PELINDO,PELINDO,CURAHKRG,"PUTRA SETIA MANDIRI, PT",PUTRA SETIA MANDIRI PT.,JASA STEVED," 4,291 "," 38,575 "," 165,511,438 "," 8,156 "," 34,994,460 ",TON
