NOMOR,TAHUN,BULAN,TERMINAL,NAMA DERMAGA,NAMA KAPAL,NAMA AGENT,KOMODITI,KEGIATAN,STATUS PBM BEFORE,PBM-TOF,KEMASAN,NAMA TERTAGIH,NAMA PBM,NAMA JASA, PRODUKSI , TARIF BEFORE TOF , TAGIHAN BEFORE TOF , TARIF AFTER TOF , TAGIHAN AFTER TOF ,SATUAN
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,TEPUNG TAPIOCA,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 100.00 ," 3,825.00 "," 382,500.00 "," 3,825.00 "," 382,500.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 10.00 ," 55,715.00 "," 557,150.00 "," 55,715.00 "," 557,150.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 10.00 ,,," 88,550.00 "," 885,500.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 350.00 ," 7,788.00 "," 2,725,800.00 "," 20,825.00 "," 7,288,750.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,GARAM,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 3.00 ," 7,788.00 "," 23,364.00 "," 20,825.00 "," 62,475.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 397.00 ," 8,330.00 "," 3,307,010.00 "," 21,100.00 "," 8,376,700.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,TEPUNG TAPIOCA,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 100.00 ," 7,788.00 "," 778,800.00 "," 22,100.00 "," 2,210,000.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 800.00 ," 8,330.00 "," 6,664,000.00 "," 21,100.00 "," 16,880,000.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 10.00 ,,," 88,550.00 "," 885,500.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 300.00 ," 7,788.00 "," 2,336,400.00 "," 20,825.00 "," 6,247,500.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 KSG,,NONPELINDO,NONPELINDO,PKEMAS20K,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,KERJASAMA FASILITAS, 15.00 ,,," 43,960.00 "," 659,400.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 10.00 ," 15,960.00 "," 159,600.00 "," 15,960.00 "," 159,600.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 397.00 ," 1,000.00 "," 397,000.00 "," 1,000.00 "," 397,000.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 10.00 ," 15,960.00 "," 159,600.00 "," 15,960.00 "," 159,600.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 800.00 ," 1,000.00 "," 800,000.00 "," 1,000.00 "," 800,000.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,GARAM,MUAT,NONPELINDO,NONPELINDO,BAGCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,STEVEDORING, 119.00 ," 7,788.00 "," 926,772.00 "," 7,788.00 "," 926,772.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,STEVEDORING, 18.00 ," 8,330.00 "," 149,940.00 "," 8,330.00 "," 149,940.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,STEVEDORING, 613.00 ," 8,330.00 "," 5,106,290.00 "," 8,330.00 "," 5,106,290.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SHORYU 79,"SARI AMPENAN, PT",COKES,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 900.00 ," 5,100.00 "," 4,590,000.00 "," 5,100.00 "," 4,590,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SHORYU 79,"SARI AMPENAN, PT",COKES,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 900.00 ," 7,788.00 "," 7,009,200.00 "," 19,550.00 "," 17,595,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SHORYU 79,"SARI AMPENAN, PT",BESI BETON,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 50.00 ," 3,825.00 "," 191,250.00 "," 3,825.00 "," 191,250.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SHORYU 79,"SARI AMPENAN, PT",BESI BETON,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 50.00 , -   , -   ," 1,500.00 "," 75,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SHORYU 79,"SARI AMPENAN, PT",BESI BETON,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 50.00 ," 8,330.00 "," 416,500.00 "," 19,325.00 "," 966,250.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW GOLD LINE,PT.TRANS MARITIM AGENSI,FORMALIN,MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 900.00 ,,," 9,775.00 "," 8,797,500.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW GOLD LINE,PT.TRANS MARITIM AGENSI,FORMALIN,MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 900.00 ," 5,100.00 "," 4,590,000.00 "," 5,100.00 "," 4,590,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 244.00 , -   , -   ," 1,000.00 "," 244,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 244.00 ," 2,550.00 "," 622,200.00 "," 2,550.00 "," 622,200.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PASIR CORAL,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 150.00 ," 5,100.00 "," 765,000.00 "," 5,100.00 "," 765,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 300.00 ," 3,825.00 "," 1,147,500.00 "," 3,825.00 "," 1,147,500.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,BAHARI 27,"ANUGERAH TIRTA SAMUDRA, PT",BIJI NIKEL,BONGKAR,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA," 1,300.96 "," 5,100.00 "," 6,634,881.00 "," 5,100.00 "," 6,634,881.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 244.00 ," 8,330.00 "," 2,032,520.00 "," 21,100.00 "," 5,148,400.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 10.00 ," 55,715.00 "," 557,150.00 "," 55,715.00 "," 557,150.00 ",BOX
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 10.00 ,,," 88,550.00 "," 885,500.00 ",BOX
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 10.00 , -   , -   ," 15,960.00 "," 159,600.00 ",BOX
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,TEPUNG TAPIOCA,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 100.00 ," 7,788.00 "," 778,800.00 "," 20,825.00 "," 2,082,500.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,GARAM,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 6.00 ," 7,788.00 "," 46,728.00 "," 20,825.00 "," 124,950.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PASIR CORAL,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,KERJASAMA FASILITAS, 150.00 ," 7,788.00 "," 1,168,200.00 "," 19,550.00 "," 2,932,500.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 300.00 ," 7,788.00 "," 2,336,400.00 "," 20,825.00 "," 6,247,500.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,BAHARI 27,"ANUGERAH TIRTA SAMUDRA, PT",BIJI NIKEL,BONGKAR,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED," 1,300.96 "," 7,788.00 "," 10,131,853.12 "," 19,550.00 "," 25,433,709.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,TEPUNG TAPIOCA,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 100.00 ," 3,825.00 "," 382,500.00 "," 3,825.00 "," 382,500.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,GARAM,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 6.00 ," 3,825.00 "," 22,950.00 "," 3,825.00 "," 22,950.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,NGADA SEJAHTERA,"TRANSNUSA MARITIM SEJAHTERA, PT",GARAM,BONGKAR,NONPELINDO,NONPELINDO,BAGCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED," 2,000.00 "," 7,788.00 "," 15,576,000.00 "," 20,825.00 "," 41,650,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,NGADA SEJAHTERA,"TRANSNUSA MARITIM SEJAHTERA, PT",GARAM,BONGKAR,NONPELINDO,NONPELINDO,BAGCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA," 2,000.00 "," 3,825.00 "," 7,650,000.00 "," 3,825.00 "," 7,650,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SINAR KUDUS 88,PT. TOMS DENTA SAMUDERA ,BIJI NIKEL,BONGKAR,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED," 6,000.82 "," 7,788.00 "," 46,734,401.74 "," 22,525.00 "," 135,168,516.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 982.00 , -   , -   ," 1,000.00 "," 982,000.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I, 7.00 , -   , -   ," 15,960.00 "," 111,720.00 ",BOX
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 7.00 ,,," 88,550.00 "," 619,850.00 ",BOX
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 7.00 ," 55,715.00 "," 390,005.00 "," 55,715.00 "," 390,005.00 ",BOX
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 982.00 ," 8,330.00 "," 8,180,060.00 "," 21,100.00 "," 20,720,200.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 982.00 ," 2,550.00 "," 2,504,100.00 "," 2,550.00 "," 2,504,100.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,SINAR KUDUS 88,PT. TOMS DENTA SAMUDERA ,BIJI NIKEL,BONGKAR,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA," 6,000.82 "," 5,100.00 "," 30,604,192.00 "," 5,100.00 "," 30,604,192.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",SEMEN,MUAT,NONPELINDO,NONPELINDO,BAGCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 117.00 ," 3,825.00 "," 447,525.00 "," 3,825.00 "," 447,525.00 ",TON
,2025,AGUSTUS,TERMINAL MIRAH,MIRAH TIMUR,ORION STAR,"INTERNUSA JAYA LINES, PT",SEMEN,MUAT,NONPELINDO,NONPELINDO,BAGCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED, 117.00 ," 7,788.00 "," 911,196.00 "," 20,825.00 "," 2,436,525.00 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV CHANG YUN,"VIVA SAMUDERA PERKASA, PT",PYROPHYLLITE,EKSPORT,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",FORKLIFT TOF," 9,260 ", -   , -   ," 1,000 "," 9,259,770 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV CHANG YUN,"VIVA SAMUDERA PERKASA, PT",PYROPHYLLITE,EKSPORT,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",GRAB TOF," 9,260 ", -   , -   ," 3,431 "," 31,770,271 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV CHANG YUN,"VIVA SAMUDERA PERKASA, PT",PYROPHYLLITE,EKSPORT,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",HOPPER TOF," 9,260 ", -   , -   ," 2,288 "," 21,186,354 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV CHANG YUN,"VIVA SAMUDERA PERKASA, PT",PYROPHYLLITE,EKSPORT,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 9,260 "," 5,100 "," 47,224,827 "," 5,100 "," 47,224,827 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV CHANG YUN,"VIVA SAMUDERA PERKASA, PT",PYROPHYLLITE,EKSPORT,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA STEVED," 9,260 "," 6,881 "," 63,716,477 "," 6,881 "," 63,716,477 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,SELANDU 1,"SERUNTING SRIWIJAYA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",DERMAGA," 4,696 "," 3,825 "," 17,962,200 "," 3,825 "," 17,962,200 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,KSP 250.01,ARMADA ANAK LAUT,TANAH LIAT,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",DERMAGA," 3,620 "," 5,100 "," 18,460,414 "," 5,100 "," 18,460,414 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,OCEAN PERKASA 8,"AMARTA JAYA TRANSLOGISTIK, PT",TANAH LIAT,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 4,269 "," 5,100 "," 21,771,900 "," 5,100 "," 21,771,900 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,GLOBAL SAMUDERA JAYA IV,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 5,000 "," 3,825 "," 19,125,000 "," 3,825 "," 19,125,000 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,SELANDU 1,"SERUNTING SRIWIJAYA, PT",PASIR KWARSA,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 1,033 "," 5,100 "," 5,268,300 "," 5,100 "," 5,268,300 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,SELANDU 1,"SERUNTING SRIWIJAYA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 3,243 "," 3,825 "," 12,404,475 "," 3,825 "," 12,404,475 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,SAMUDRA V,"BERKAH BUMI SAMUDERA, PT",TANAH LIAT,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 3,881 "," 5,100 "," 19,793,054 "," 5,100 "," 19,793,054 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,MENDULU 1,"SERUNTING SRIWIJAYA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 4,725 "," 3,825 "," 18,073,125 "," 3,825 "," 18,073,125 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,KSP 250.01,ARMADA ANAK LAUT,TANAH LIAT,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA DERMAGA," 3,716 "," 5,100 "," 18,949,239 "," 5,100 "," 18,949,239 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,GLOBAL SAMUDERA JAYA IV,"PERUSAHAAN PELAYARAN NASIONAL BAHTERA SETIA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA STEVED," 5,000 "," 2,812 "," 14,060,000 "," 10,200 "," 51,000,000 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,SELANDU 1,"SERUNTING SRIWIJAYA, PT",PASIR KWARSA,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA STEVED," 1,033 "," 2,812 "," 2,904,796 "," 8,925 "," 9,219,525 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,SELANDU 1,"SERUNTING SRIWIJAYA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA STEVED," 3,243 "," 2,812 "," 9,119,316 "," 10,200 "," 33,078,600 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,MENDULU 1,"SERUNTING SRIWIJAYA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA STEVED," 4,725 "," 2,812 "," 13,286,700 "," 10,200 "," 48,195,000 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,KSP 250.01,ARMADA ANAK LAUT,TANAH LIAT,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",JASA STEVED," 3,716 "," 2,812 "," 10,448,090 "," 8,925 "," 33,161,168 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,SELANDU 1,"SERUNTING SRIWIJAYA, PT",KAOLIN,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"SINAR DUTA PERSADA, PT","SINAR DUTA PERSADA, PT",KERJASAMA FASILITAS," 4,696 "," 2,812 "," 13,205,152 "," 2,812 "," 13,205,152 ",TON
